query_image,rank,candidate_image,num_matches,average_confidence,combined_score
A06_15_02_W_roh.jpeg,5,IMG-20250910-WA0030.jpg,83,0.5057563185691833,41.97777444124222
A06_15_03_W_roh.jpeg,1,A08_17_17_W_roh.jpg,65,0.4809029102325439,31.25868916511536
A06_15_03_W_roh.jpeg,2,A06_08_04_W_roh.jpg,62,0.4994666576385498,30.966932773590088
A06_15_03_W_roh.jpeg,3,A04_12_04_W_roh.jpeg,52,0.4810851216316223,25.01642632484436
A06_15_03_W_roh.jpeg,4,A04_17_02_W_roh.jpg,54,0.4365218877792358,23.572181940078732
A06_15_03_W_roh.jpeg,5,A08_09_39_W_roh.jpg,49,0.4740525782108307,23.228576332330704
A06_17_01_M_roh_-_Kopie.jpg,1,IMG_20250717_104525.jpg,62,0.4845620989799499,30.042850136756897
A06_17_01_M_roh_-_Kopie.jpg,2,IMG-20250717-WA0013.jpg,68,0.4173697829246521,28.381145238876343
A06_17_01_M_roh_-_Kopie.jpg,3,H01_14_03_M_roh.jpeg,56,0.5020363926887512,28.11403799057007
A06_17_01_M_roh_-_Kopie.jpg,4,IMG-20250919-WA0009.jpg,64,0.4330697059631347,27.716461181640625
A06_17_01_M_roh_-_Kopie.jpg,5,A08_18_08_M_roh.jpeg,64,0.4198014140129089,26.86729049682617
A06_17_02_W__roh.jpg,1,IMG-20250607-WA0003.jpg,256,0.8197000026702881,209.84320068359372
A06_17_02_W__roh.jpg,2,A06_15_02_W_roh.jpeg,263,0.7927739024162292,208.4995363354683
A06_17_02_W__roh.jpg,3,A06_12_01_W_roh.jpeg,230,0.8024798631668091,184.5703685283661
A06_17_02_W__roh.jpg,4,IMG-20250607-WA0006.jpg,233,0.7473397254943848,174.13015604019165
A06_17_02_W__roh.jpg,5,IMG-20250910-WA0030.jpg,112,0.4575725197792053,51.248122215271
A06_17_04_W_roh.jpg,1,IMG_20250717_105046.jpg,258,0.6647529006004333,171.5062483549118
A06_17_04_W_roh.jpg,2,A06_14_02_W_roh.jpg,86,0.4960982203483581,42.6644469499588
A06_17_04_W_roh.jpg,3,A06_15_02_W_roh.jpeg,77,0.504927933216095,38.87945085763931
A06_17_04_W_roh.jpg,4,IMG-20250829-WA0018.jpg,74,0.51677405834198,38.24128031730652
A06_17_04_W_roh.jpg,5,IMG-20250919-WA0011.jpg,81,0.4619017243385315,37.41403967142105
