image1,image2,num_matches,average_confidence,combined_score
A02_03_02_M_roh.jpeg,IMG-20250626-WA0024.jpg,26,0.3864856958389282,10.048628091812134
A02_03_02_M_roh.jpeg,IMG-20250626-WA0025.jpg,49,0.4048194885253906,19.83615493774414
A02_03_02_M_roh.jpeg,IMG-20250716-WA0006.jpg,53,0.4089101552963257,21.67223823070526
A02_03_02_M_roh.jpeg,IMG-20250716-WA0011.jpg,37,0.4534868896007538,16.77901491522789
A02_03_02_M_roh.jpeg,IMG-20250716-WA0016.jpg,39,0.4035039246082306,15.736653059720993
A02_03_02_M_roh.jpeg,IMG-20250716-WA0022.jpg,19,0.4110681712627411,7.810295253992081
A02_03_02_M_roh.jpeg,IMG-20250717-WA0009.jpg,51,0.48554694652557373,24.76289427280426
A02_03_02_M_roh.jpeg,IMG-20250717-WA0011.jpg,42,0.4456813633441925,18.718617260456085
A02_03_02_M_roh.jpeg,IMG-20250717-WA0012.jpg,53,0.3709876537322998,19.66234564781189
A02_03_02_M_roh.jpeg,IMG-20250717-WA0013.jpg,42,0.3428073227405548,14.397907555103302
A02_03_02_M_roh.jpeg,IMG-20250717-WA0017.jpg,23,0.3791937828063965,8.72145700454712
A02_03_02_M_roh.jpeg,IMG-20250726-WA0007.jpg,44,0.36757102608680725,16.17312514781952
A02_03_02_M_roh.jpeg,IMG-20250726-WA0009.jpg,39,0.46317586302757263,18.063858658075333
A02_03_02_M_roh.jpeg,IMG-20250726-WA0011.jpg,23,0.39785295724868774,9.150618016719818
A02_03_02_M_roh.jpeg,IMG-20250726-WA0012.jpg,48,0.47981977462768555,23.031349182128906
A02_03_02_M_roh.jpeg,IMG-20250829-WA0013.jpg,31,0.4264398217201233,13.219634473323822
A02_03_02_M_roh.jpeg,IMG-20250829-WA0015.jpg,30,0.3888740837574005,11.666222512722015
A02_03_02_M_roh.jpeg,IMG-20250829-WA0017.jpg,41,0.5017407536506653,20.571370899677277
A02_03_02_M_roh.jpeg,IMG-20250829-WA0018.jpg,25,0.4265682101249695,10.664205253124237
A02_03_02_M_roh.jpeg,IMG-20250829-WA0019.jpg,52,0.45580172538757324,23.70168972015381
A02_03_02_M_roh.jpeg,IMG-20250829-WA0020.jpg,38,0.4560474753379822,17.329804062843323
A02_03_02_M_roh.jpeg,IMG-20250829-WA0022.jpg,50,0.48718705773353577,24.35935288667679
A02_03_02_M_roh.jpeg,IMG-20250829-WA0024.jpg,59,0.4403705894947052,25.981864780187607
A02_03_02_M_roh.jpeg,IMG-20250910-WA0014.jpg,41,0.48379185795783997,19.83546617627144
A02_03_02_M_roh.jpeg,IMG-20250910-WA0015.jpg,26,0.35862356424331665,9.324212670326233
A02_03_02_M_roh.jpeg,IMG-20250910-WA0016.jpg,49,0.47590410709381104,23.31930124759674
A02_03_02_M_roh.jpeg,IMG-20250910-WA0017.jpg,25,0.44210314750671387,11.052578687667847
A02_03_02_M_roh.jpeg,IMG-20250910-WA0018.jpg,55,0.3678068518638611,20.22937685251236
A02_03_02_M_roh.jpeg,IMG-20250910-WA0022.jpg,45,0.5439355969429016,24.477101862430573
A02_03_02_M_roh.jpeg,IMG-20250910-WA0023.jpg,35,0.37442246079444885,13.10478612780571
A02_03_02_M_roh.jpeg,IMG-20250910-WA0025.jpg,33,0.426164835691452,14.063439577817917
A02_03_02_M_roh.jpeg,IMG-20250910-WA0027.jpg,26,0.5228397250175476,13.593832850456238
A02_03_02_M_roh.jpeg,IMG-20250910-WA0029.jpg,40,0.4513881206512451,18.055524826049805
A02_03_02_M_roh.jpeg,IMG-20250910-WA0030.jpg,43,0.5265195965766907,22.6403426527977
A02_03_02_M_roh.jpeg,IMG-20250910-WA0061.jpg,43,0.5218953490257263,22.44150000810623
A02_03_02_M_roh.jpeg,IMG-20250910-WA0062.jpg,48,0.39553016424179077,18.985447883605957
A02_03_02_M_roh.jpeg,IMG-20250910-WA0063.jpg,41,0.3990350067615509,16.360435277223587
A02_03_02_M_roh.jpeg,IMG-20250910-WA0064.jpg,15,0.40625831484794617,6.0938747227191925
A02_03_02_M_roh.jpeg,IMG-20250919-WA0008.jpg,11,0.30953189730644226,3.404850870370865
A02_03_02_M_roh.jpeg,IMG-20250919-WA0009.jpg,60,0.5007073879241943,30.04244327545166
A02_03_02_M_roh.jpeg,IMG-20250919-WA0011.jpg,32,0.33840733766555786,10.829034805297852
A02_03_02_M_roh.jpeg,IMG-20250919-WA0012.jpg,45,0.42490312457084656,19.120640605688095
A02_03_02_M_roh.jpeg,IMG-20250919-WA0014.jpg,23,0.3483530580997467,8.012120336294174
A02_03_02_M_roh.jpeg,IMG-20250919-WA0015.jpg,8,0.33730563521385193,2.6984450817108154
A02_03_02_M_roh.jpeg,IMG-20250919-WA0016.jpg,48,0.3386983871459961,16.257522583007812
A02_03_02_M_roh.jpeg,IMG-20250919-WA0019.jpg,40,0.38216885924339294,15.286754369735718
A02_03_02_M_roh.jpeg,IMG-20250919-WA0020.jpg,49,0.4739920496940613,23.225610435009003
A02_03_02_M_roh.jpeg,IMG-20250919-WA0021.jpg,61,0.44050872325897217,26.871032118797302
A02_03_02_M_roh.jpeg,IMG_20250501_132115.jpg,33,0.37942856550216675,12.521142661571503
A02_03_02_M_roh.jpeg,IMG_20250501_132350.jpg,37,0.38120225071907043,14.104483276605606
A02_03_02_M_roh.jpeg,IMG_20250501_133055.jpg,39,0.3920084834098816,15.288330852985382
A02_03_02_M_roh.jpeg,IMG_20250515_113414.jpg,51,0.3847576379776001,19.622639536857605
A02_03_02_M_roh.jpeg,IMG_20250515_114220.jpg,31,0.3901006579399109,12.093120396137238
A02_03_02_M_roh.jpeg,IMG_20250515_121011.jpg,27,0.4118364155292511,11.11958321928978
A02_03_02_M_roh.jpeg,IMG_20250717_104317.jpg,19,0.36698970198631287,6.9728043377399445
A02_03_02_M_roh.jpeg,IMG_20250717_104525.jpg,80,0.46285128593444824,37.02810287475586
A02_03_02_M_roh.jpeg,IMG_20250717_104652.jpg,48,0.39479923248291016,18.950363159179688
A02_03_02_M_roh.jpeg,IMG_20250717_105046.jpg,47,0.42106643319129944,19.790122359991074
A02_03_02_M_roh.jpeg,IMG_20250717_110833.jpg,36,0.31471964716911316,11.329907298088074
A02_03_02_M_roh.jpeg,IMG_20250717_111215.jpg,32,0.4178575277328491,13.371440887451172
A02_03_02_M_roh.jpeg,IMG_20250717_111516.jpg,36,0.4166800379753113,15.000481367111206
A02_03_02_M_roh.jpeg,IMG_20250717_111635.jpg,33,0.4783257246017456,15.784748911857605
A02_03_02_M_roh.jpeg,IMG_20250717_112327.jpg,44,0.3989745080471039,17.55487835407257
A02_03_02_M_roh.jpeg,IMG_20250717_113156.jpg,58,0.4405979514122009,25.554681181907654
A02_03_02_M_roh.jpeg,IMG_20250717_113633.jpg,51,0.42406749725341797,21.627442359924316
A02_03_02_M_roh.jpeg,IMG_20250717_113844.jpg,46,0.46054908633232117,21.185257971286774
A02_03_02_M_roh.jpeg,IMG_20250717_123430.jpg,37,0.5116724371910095,18.931880176067352
A02_03_02_M_roh.jpeg,IMG_20250717_123656.jpg,69,0.4992469549179077,34.44803988933563
A02_03_02_M_roh.jpeg,IMG_20250807_103916.jpg,21,0.3516116440296173,7.3838445246219635
A02_03_02_M_roh.jpeg,IMG_20250807_104159.jpg,33,0.41841498017311096,13.807694345712662
A02_03_02_M_roh.jpeg,IMG_20250807_104343.jpg,33,0.3558332026004791,11.742495685815811
A02_03_02_M_roh.jpeg,IMG_20250807_104825.jpg,34,0.3873727023601532,13.170671880245209
A02_03_02_M_roh.jpeg,IMG_20250807_105223.jpg,63,0.4803221821784973,30.26029747724533
A02_03_02_M_roh.jpeg,IMG_20250807_105820.jpg,32,0.34102189540863037,10.912700653076172
A02_03_02_M_roh.jpeg,IMG_20250807_110659.jpg,26,0.42414817214012146,11.027852475643158
A02_03_02_M_roh.jpeg,WhatsApp_Bild_2025-07-31_um_14.06.15_96d8cd99.jpg,33,0.5135992765426636,16.948776125907898
A02_03_02_M_roh.jpeg,WhatsApp_Bild_2025-09-19_um_12.14.03_02becc24.jpg,18,0.39413776993751526,7.094479858875275
A02_03_02_M_roh.jpeg,WhatsApp_Bild_2025-09-19_um_12.14.04_40e117ce.jpg,40,0.4651939570903778,18.607758283615112
A02_03_02_M_roh.jpeg,WhatsApp_Bild_2025-09-26_um_10.50.58_1a5f4434.jpg,48,0.4917437434196472,23.603699684143066
A04_03_01_W_roh.jpeg,A04_12_02_M_roh.jpeg,26,0.4240865111351013,11.026249289512634
A04_03_01_W_roh.jpeg,A04_12_04_W_roh.jpeg,21,0.48426637053489685,10.169593781232834
A04_03_01_W_roh.jpeg,A04_15_03_M_roh.jpeg,24,0.5729471445083618,13.750731468200684
