query_image,rank,candidate_image,num_matches,average_confidence,verification,notes
A07_17_06_W_roh.jpg,1,A06_08_04_W_roh.jpg,68,0.4576452672481537,,
A07_17_06_W_roh.jpg,2,A07_17_03_W_roh.jpg,70,0.3828053474426269,,
A07_17_06_W_roh.jpg,3,IMG-20250620-WA0039.jpg,46,0.5268915295600891,,
A07_17_06_W_roh.jpg,4,A08_15_17_M_roh.jpeg,50,0.4450518190860748,,
A07_17_06_W_roh.jpg,5,IMG-20250919-WA0021.jpg,45,0.4407879412174225,,
A07_18_01_W_roh.jpeg,1,A07_15_01_W_roh.jpeg,68,0.5162797570228577,,
A07_18_01_W_roh.jpeg,2,IMG_20250717_104525.jpg,75,0.4517147839069366,,
A07_18_01_W_roh.jpeg,3,IMG-20250626-WA0011.jpg,59,0.5595222115516663,,
A07_18_01_W_roh.jpeg,4,A04_15_06_M_roh.jpeg,62,0.510638415813446,,
A07_18_01_W_roh.jpeg,5,IMG-20250829-WA0013.jpg,57,0.5407103300094604,,
A07_18_03_W_roh.jpeg,1,IMG_20250717_104652.jpg,72,0.5061355829238892,,
A07_18_03_W_roh.jpeg,2,IMG-20250716-WA0006.jpg,70,0.4888206422328949,,
A07_18_03_W_roh.jpeg,3,A08_18_04_W_roh.jpeg,57,0.5160404443740845,,
A07_18_03_W_roh.jpeg,4,A05_18_07_W_roh.jpeg,45,0.6283806562423706,,
A07_18_03_W_roh.jpeg,5,IMG-20250910-WA0016.jpg,56,0.4796231389045715,,
A08_06_02_SA_roh.jpeg,1,A08_18_06_W_roh.jpeg,117,0.687371551990509,,
A08_06_02_SA_roh.jpeg,2,IMG_20250717_104525.jpg,81,0.4740265309810638,,
A08_06_02_SA_roh.jpeg,3,IMG-20250919-WA0009.jpg,70,0.5163840055465698,,
A08_06_02_SA_roh.jpeg,4,IMG-20250620-WA0042.jpg,69,0.5205342769622803,,
A08_06_02_SA_roh.jpeg,5,IMG-20250717-WA0012.jpg,76,0.4601714611053467,,
A08_06_05_SA_roh.jpeg,1,IMG-20250910-WA0063.jpg,135,0.6975815892219543,,
A08_06_05_SA_roh.jpeg,2,A05_18_04_W_roh.jpeg,111,0.6796128749847412,,
A08_06_05_SA_roh.jpeg,3,IMG_20250717_111516.jpg,77,0.4805515706539154,,
A08_06_05_SA_roh.jpeg,4,IMG_20250501_132350.jpg,74,0.4905925095081329,,
A08_06_05_SA_roh.jpeg,5,IMG-20250626-WA0020.jpg,57,0.4869074821472168,,
A08_06_08_W_roh.jpeg,1,IMG-20250626-WA0020.jpg,79,0.4716469049453735,,
A08_06_08_W_roh.jpeg,2,IMG-20250626-WA0002.jpg,72,0.4883766770362854,,
A08_06_08_W_roh.jpeg,3,A05_12_03_W_roh.jpeg,63,0.5556297302246094,,
A08_06_08_W_roh.jpeg,4,IMG-20250910-WA0030.jpg,74,0.4534230828285217,,
A08_06_08_W_roh.jpeg,5,IMG-20250829-WA0018.jpg,67,0.4984244704246521,,
A08_06_10_M_roh.jpeg,1,AT01_03_04_M_roh.jpeg,62,0.557338535785675,,
A08_06_10_M_roh.jpeg,2,IMG-20250910-WA0017.jpg,60,0.555106520652771,,
A08_06_10_M_roh.jpeg,3,A06_17_02_W__roh.jpg,61,0.5222330689430237,,
A08_06_10_M_roh.jpeg,4,IMG-20250620-WA0042.jpg,65,0.4868622720241546,,
A08_06_10_M_roh.jpeg,5,IMG-20250626-WA0020.jpg,68,0.4572380781173706,,
A08_09_35_W_roh.jpg,1,A08_18_05_W_roh.jpeg,167,0.7286103963851929,,
A08_09_35_W_roh.jpg,2,IMG-20250910-WA0063.jpg,76,0.5415870547294617,,
A08_09_35_W_roh.jpg,3,IMG-20250626-WA0016.jpg,81,0.4708769917488098,,
A08_09_35_W_roh.jpg,4,IMG-20250919-WA0019.jpg,87,0.4317885637283325,,
A08_09_35_W_roh.jpg,5,IMG_20250717_104652.jpg,76,0.4896197021007538,,
A08_09_39_W_roh.jpg,1,IMG-20250717-WA0009.jpg,64,0.4749321341514587,,
A08_09_39_W_roh.jpg,2,A04_17_01_W_roh.jpg,61,0.46037557721138,,
A08_09_39_W_roh.jpg,3,A08_17_17_W_roh.jpg,58,0.4479367434978485,,
A08_09_39_W_roh.jpg,4,A08_18_18_W_roh.jpeg,66,0.3846921324729919,,
A08_09_39_W_roh.jpg,5,A06_12_01_W_roh.jpeg,51,0.4875111877918243,,
A08_12_05_W_roh.jpeg,1,IMG-20250919-WA0008.jpg,45,0.4391211867332458,,
