Image_1,Image_2,Similarity
A08_15_14_W_roh_BELLY.jpg,IMG-20250626-WA0024_BELLY.jpg,0.6742925643920898
A08_15_04_M_roh_BELLY.jpg,A08_18_22_W_roh_BELLY.jpg,0.6742253303527832
IMG-20250626-WA0024_BELLY.jpg,IMG-20250919-WA0012_BELLY.jpg,0.6741612553596497
A02_06_03_M_roh_BELLY.jpg,A04_12_04_W_roh_BELLY.jpg,0.6730829477310181
IMG-20250607-WA0007_BELLY.jpg,IMG-20250919-WA0012_BELLY.jpg,0.6727496385574341
A04_15_06_M_roh_BELLY.jpg,A08_15_07_W_roh_BELLY.jpg,0.6722452044487
IMG-20250626-WA0024_BELLY.jpg,IMG-20250910-WA0064_BELLY.jpg,0.6706753373146057
A08_12_13_W_roh_BELLY.jpg,A08_15_04_M_roh_BELLY.jpg,0.6702333688735962
IMG-20250626-WA0024_BELLY.jpg,IMG_20250717_110833_BELLY.jpg,0.6701464056968689
A02_06_03_M_roh_BELLY.jpg,IMG-20250829-WA0013_BELLY.jpg,0.6694662570953369
A08_15_04_M_roh_BELLY.jpg,IMG_20250807_104159_BELLY.jpg,0.6688892841339111
A08_15_07_W_roh_BELLY.jpg,A08_18_03_W_roh_BELLY.jpg,0.6686848402023315
IMG_20250717_105046_BELLY.jpg,IMG_20250717_113156_BELLY.jpg,0.667559802532196
IMG-20250919-WA0012_BELLY.jpg,IMG_20250717_112327_BELLY.jpg,0.666968584060669
A02_03_02_M_roh_BELLY.jpg,A03_18_07_M_roh_BELLY.jpg,0.6667023301124573
A03_15_04_W_roh_BELLY.jpg,IMG_20250717_113844_BELLY.jpg,0.6667009592056274
IMG-20250626-WA0013_BELLY.jpg,IMG_20250807_104159_BELLY.jpg,0.6666574478149414
A04_12_04_W_roh_BELLY.jpg,A08_12_13_W_roh_BELLY.jpg,0.6664054989814758
IMG-20250626-WA0014_BELLY.jpg,IMG_20250717_112327_BELLY.jpg,0.6663668751716614
A02_03_01_W_roh_BELLY.jpg,A04_15_06_M_roh_BELLY.jpg,0.666006863117218
A01_18_12_M_roh_BELLY.jpg,IMG_20250515_113414_BELLY.jpg,0.6658951640129089
A06_15_02_W_roh_BELLY.jpg,IMG-20250919-WA0012_BELLY.jpg,0.6658287644386292
A08_18_19_W_roh_BELLY.jpg,A08_18_21_M_roh_BELLY.jpg,0.6655234694480896
IMG-20250626-WA0015_BELLY.jpg,IMG_20250717_112327_BELLY.jpg,0.6651448011398315
A04_12_04_W_roh_BELLY.jpg,A08_15_04_M_roh_BELLY.jpg,0.6648839116096497
A04_15_06_M_roh_BELLY.jpg,IMG-20250910-WA0022_BELLY.jpg,0.6637175679206848
A01_18_14_W_roh_BELLY.jpg,IMG_20250717_104652_BELLY.jpg,0.663517415523529
IMG-20250607-WA0003_BELLY.jpg,IMG-20250919-WA0012_BELLY.jpg,0.6632028222084045
A08_15_14_W_roh_BELLY.jpg,A08_18_17_W_roh_BELLY.jpg,0.6622421145439148
A04_15_06_M_roh_BELLY.jpg,A06_12_04_W_roh_BELLY.jpg,0.6619036197662354
A06_12_01_W_roh_BELLY.jpg,IMG-20250626-WA0014_BELLY.jpg,0.6618595719337463
A07_08_03_W_roh_BELLY.jpg,A08_18_03_W_roh_BELLY.jpg,0.6615978479385376
A06_12_04_W_roh_BELLY.jpg,A08_18_13_W_roh_BELLY.jpg,0.6613965630531311
A08_18_03_W_roh_BELLY.jpg,A08_18_19_W_roh_BELLY.jpg,0.6612822413444519
A02_06_07_M_roh_BELLY.jpg,A03_15_04_W_roh_BELLY.jpg,0.6611127853393555
IMG-20250626-WA0025_BELLY.jpg,IMG-20250919-WA0012_BELLY.jpg,0.6607720255851746
A01_18_07_W_roh_BELLY.jpg,A08_18_21_M_roh_BELLY.jpg,0.6607036590576172
A01_18_14_W_roh_BELLY.jpg,A04_15_06_M_roh_BELLY.jpg,0.6606276631355286
A08_18_13_W_roh_BELLY.jpg,IMG-20250626-WA0014_BELLY.jpg,0.65989089012146
A08_18_03_W_roh_BELLY.jpg,A08_18_21_M_roh_BELLY.jpg,0.6597509384155273
A06_12_04_W_roh_BELLY.jpg,IMG_20250717_112327_BELLY.jpg,0.6597237586975098
A04_15_06_M_roh_BELLY.jpg,A08_18_21_M_roh_BELLY.jpg,0.6595796942710876
A08_18_12_W_roh_BELLY.jpg,IMG-20250910-WA0064_BELLY.jpg,0.659255862236023
A04_15_06_M_roh_BELLY.jpg,A08_18_03_W_roh_BELLY.jpg,0.6579077243804932
A02_08_05_M_roh_BELLY.jpg,IMG-20250626-WA0013_BELLY.jpg,0.6578930020332336
A03_12_03_M_roh_BELLY.jpg,IMG-20250626-WA0024_BELLY.jpg,0.657494068145752
A08_18_13_W_roh_BELLY.jpg,IMG_20250717_105046_BELLY.jpg,0.6573777794837952
A08_15_14_W_roh_BELLY.jpg,IMG-20250626-WA0025_BELLY.jpg,0.6570331454277039
A03_18_06_W_roh_BELLY.jpg,A08_15_07_W_roh_BELLY.jpg,0.6566619277000427
IMG-20250626-WA0015_BELLY.jpg,IMG_20250717_113156_BELLY.jpg,0.6566611528396606
A06_18_04_W_roh_BELLY.jpg,IMG-20250626-WA0016_BELLY.jpg,0.6565619111061096
A06_12_01_W_roh_BELLY.jpg,IMG_20250717_111215_BELLY.jpg,0.6563464403152466
A04_12_04_W_roh_BELLY.jpg,IMG-20250910-WA0017_BELLY.jpg,0.6561053991317749
A03_15_04_W_roh_BELLY.jpg,A06_12_04_W_roh_BELLY.jpg,0.656039834022522
A01_18_14_W_roh_BELLY.jpg,A08_18_06_W_roh_BELLY.jpg,0.6559009552001953
A08_18_01_M_roh_BELLY.jpg,IMG-20250910-WA0029_BELLY.jpg,0.6554729342460632
A04_15_06_M_roh_BELLY.jpg,IMG-20250910-WA0029_BELLY.jpg,0.6552651524543762
IMG-20250626-WA0014_BELLY.jpg,IMG-20250919-WA0012_BELLY.jpg,0.654826283454895
A02_03_02_M_roh_BELLY.jpg,A06_03_01_M_roh_BELLY.jpg,0.6546656489372253
A04_17_02_W_roh_BELLY.jpg,A06_12_04_W_roh_BELLY.jpg,0.6545729637145996
IMG-20250910-WA0022_BELLY.jpg,IMG_20250515_113414_BELLY.jpg,0.6543854475021362
A03_15_04_W_roh_BELLY.jpg,A08_15_07_W_roh_BELLY.jpg,0.654111921787262
A08_18_03_W_roh_BELLY.jpg,IMG-20250910-WA0064_BELLY.jpg,0.6538001298904419
A01_08_01_W_roh_BELLY.jpg,A04_17_02_W_roh_BELLY.jpg,0.6534136533737183
A06_18_04_W_roh_BELLY.jpg,IMG-20250626-WA0020_BELLY.jpg,0.6528322100639343
IMG-20250607-WA0007_BELLY.jpg,IMG-20250626-WA0014_BELLY.jpg,0.6525040864944458
IMG-20250910-WA0064_BELLY.jpg,IMG_20250807_104159_BELLY.jpg,0.6523244380950928
A06_12_01_W_roh_BELLY.jpg,A08_15_14_W_roh_BELLY.jpg,0.6518793106079102
A06_12_01_W_roh_BELLY.jpg,IMG_20250717_112327_BELLY.jpg,0.6518723368644714
A05_18_04_W_roh_BELLY.jpg,A06_18_04_W_roh_BELLY.jpg,0.6514073610305786
A08_18_03_W_roh_BELLY.jpg,IMG-20250910-WA0022_BELLY.jpg,0.6511159539222717
A08_18_22_W_roh_BELLY.jpg,IMG-20250626-WA0025_BELLY.jpg,0.6510322093963623
A02_03_01_W_roh_BELLY.jpg,IMG_20250717_113844_BELLY.jpg,0.6506103277206421
A01_18_14_W_roh_BELLY.jpg,IMG_20250515_113414_BELLY.jpg,0.6501582860946655
IMG-20250626-WA0025_BELLY.jpg,IMG-20250910-WA0062_BELLY.jpg,0.6499032974243164
A01_18_14_W_roh_BELLY.jpg,A08_18_13_W_roh_BELLY.jpg,0.6498756408691406
A07_17_03_W_roh_BELLY.jpg,A08_17_17_W_roh_BELLY.jpg,0.6498591899871826
A08_15_07_W_roh_BELLY.jpg,A08_18_21_M_roh_BELLY.jpg,0.6497048735618591
A01_18_14_W_roh_BELLY.jpg,IMG-20250626-WA0013_BELLY.jpg,0.6496239900588989
A05_18_07_W_roh_BELLY.jpg,IMG_20250717_112327_BELLY.jpg,0.6494104862213135
IMG_20250717_104652_BELLY.jpg,IMG_20250717_112327_BELLY.jpg,0.6494104266166687
