Query,Rank,Candidate,ALIKED_Score
A01_15_07_W_roh_BELLY.jpg,14,A05_21_01_W_roh_BELLY.jpg,0.08436041325330734
A01_15_07_W_roh_BELLY.jpg,15,A01_15_01_W_roh_BELLY.jpg,0.08349402993917465
A01_15_07_W_roh_BELLY.jpg,16,A08_15_14_W_roh_BELLY.jpg,0.08303108811378479
A01_15_07_W_roh_BELLY.jpg,17,A04_15_05_W_roh_BELLY.jpg,0.08276233822107315
A01_15_07_W_roh_BELLY.jpg,18,A08_06_02_SA_roh_BELLY.jpg,0.08194771409034729
A01_15_07_W_roh_BELLY.jpg,19,A04_06_01_M_roh_BELLY.jpg,0.08032050728797913
A01_15_07_W_roh_BELLY.jpg,20,A04_06_02_M_roh_BELLY.jpg,0.0799398124217987
A01_17_01_W_roh_BELLY.jpg,1,A08_06_08_W_roh_BELLY.jpg,0.10916126519441605
A01_17_01_W_roh_BELLY.jpg,2,A04_06_02_M_roh_BELLY.jpg,0.08287201076745987
A01_17_01_W_roh_BELLY.jpg,3,A03_12_03_M_roh_BELLY.jpg,0.0827413871884346
A01_17_01_W_roh_BELLY.jpg,4,A08_12_15_W_roh_BELLY.jpg,0.08219824731349945
A01_17_01_W_roh_BELLY.jpg,5,A02_06_03_M_roh_BELLY.jpg,0.08161845803260803
A01_17_01_W_roh_BELLY.jpg,6,A01_18_14_W_roh_BELLY.jpg,0.08117256313562393
A01_17_01_W_roh_BELLY.jpg,7,A08_06_05_SA_roh_BELLY.jpg,0.08098193258047104
A01_17_01_W_roh_BELLY.jpg,8,A05_21_01_W_roh_BELLY.jpg,0.07833479344844818
A01_17_01_W_roh_BELLY.jpg,9,A08_06_02_SA_roh_BELLY.jpg,0.0760892778635025
A01_17_01_W_roh_BELLY.jpg,10,A08_18_04_W_roh_BELLY.jpg,0.07086718827486038
A01_17_01_W_roh_BELLY.jpg,11,A04_12_04_W_roh_BELLY.jpg,0.0697084292769432
A01_17_01_W_roh_BELLY.jpg,12,A08_18_17_W_roh_BELLY.jpg,0.06909459084272385
A01_17_01_W_roh_BELLY.jpg,13,A04_06_01_M_roh_BELLY.jpg,0.06847972422838211
A01_17_01_W_roh_BELLY.jpg,14,AT01_03_02_W_roh_BELLY.jpg,0.06835644692182541
A01_17_01_W_roh_BELLY.jpg,15,A08_18_13_W_roh_BELLY.jpg,0.06806663423776627
A01_17_01_W_roh_BELLY.jpg,16,AT01_06_03_W_roh_BELLY.jpg,0.06769604980945587
A01_17_01_W_roh_BELLY.jpg,17,A02_06_06_M_roh_BELLY.jpg,0.06294669210910797
A01_17_01_W_roh_BELLY.jpg,18,A08_18_12_W_roh_BELLY.jpg,0.06235095486044884
A01_17_01_W_roh_BELLY.jpg,19,A08_06_10_M_roh_BELLY.jpg,0.06115256994962692
A01_17_01_W_roh_BELLY.jpg,20,A08_18_19_W_roh_BELLY.jpg,0.060420192778110504
A01_18_01_W_roh_BELLY.jpg,1,A08_12_05_W_roh_BELLY.jpg,0.09672911465167999
A01_18_01_W_roh_BELLY.jpg,2,A04_12_04_W_roh_BELLY.jpg,0.08610465377569199
A01_18_01_W_roh_BELLY.jpg,3,A02_06_03_M_roh_BELLY.jpg,0.08563713729381561
A01_18_01_W_roh_BELLY.jpg,4,A08_06_05_SA_roh_BELLY.jpg,0.08558714389801025
A01_18_01_W_roh_BELLY.jpg,5,A08_06_08_W_roh_BELLY.jpg,0.08526191115379333
A01_18_01_W_roh_BELLY.jpg,6,A02_06_06_M_roh_BELLY.jpg,0.0820012018084526
A01_18_01_W_roh_BELLY.jpg,7,A08_06_02_SA_roh_BELLY.jpg,0.07812920212745667
A01_18_01_W_roh_BELLY.jpg,8,A08_12_15_W_roh_BELLY.jpg,0.07340874522924423
A01_18_01_W_roh_BELLY.jpg,9,A05_21_01_W_roh_BELLY.jpg,0.07312609255313873
A01_18_01_W_roh_BELLY.jpg,10,A02_06_07_M_roh_BELLY.jpg,0.07201450318098068
A01_18_01_W_roh_BELLY.jpg,11,A08_18_17_W_roh_BELLY.jpg,0.07093165069818497
A01_18_01_W_roh_BELLY.jpg,12,A03_12_03_M_roh_BELLY.jpg,0.06955470144748688
A01_18_01_W_roh_BELLY.jpg,13,A08_15_14_W_roh_BELLY.jpg,0.06905458122491837
A01_18_01_W_roh_BELLY.jpg,14,AT01_06_03_W_roh_BELLY.jpg,0.06774036586284637
A01_18_01_W_roh_BELLY.jpg,15,A04_15_04_M_roh_BELLY.jpg,0.06770147383213043
A01_18_01_W_roh_BELLY.jpg,16,A08_06_10_M_roh_BELLY.jpg,0.06702714413404465
A01_18_01_W_roh_BELLY.jpg,17,A01_18_14_W_roh_BELLY.jpg,0.06385626643896103
A01_18_01_W_roh_BELLY.jpg,18,A08_12_13_W_roh_BELLY.jpg,0.0633222907781601
A01_18_01_W_roh_BELLY.jpg,19,A08_18_22_W_roh_BELLY.jpg,0.06318441033363342
A01_18_01_W_roh_BELLY.jpg,20,A06_15_03_W_roh_BELLY.jpg,0.06239785626530647
A01_18_02_M_roh_BELLY.jpg,1,A08_06_08_W_roh_BELLY.jpg,0.12154527008533478
A01_18_02_M_roh_BELLY.jpg,2,A08_06_05_SA_roh_BELLY.jpg,0.10430198907852173
A01_18_02_M_roh_BELLY.jpg,3,A08_06_02_SA_roh_BELLY.jpg,0.10048992931842804
A01_18_02_M_roh_BELLY.jpg,4,A03_12_03_M_roh_BELLY.jpg,0.09748188406229019
A01_18_02_M_roh_BELLY.jpg,5,A01_18_14_W_roh_BELLY.jpg,0.09472049027681351
A01_18_02_M_roh_BELLY.jpg,6,A04_15_05_W_roh_BELLY.jpg,0.09163551777601242
A01_18_02_M_roh_BELLY.jpg,7,A05_21_01_W_roh_BELLY.jpg,0.08483298867940903
A01_18_02_M_roh_BELLY.jpg,8,A02_06_03_M_roh_BELLY.jpg,0.083613820374012
A01_18_02_M_roh_BELLY.jpg,9,A08_18_04_W_roh_BELLY.jpg,0.08239291608333588
A01_18_02_M_roh_BELLY.jpg,10,A05_18_07_W_roh_BELLY.jpg,0.07977411895990372
A01_18_02_M_roh_BELLY.jpg,11,A06_18_04_W_roh_BELLY.jpg,0.07836180180311203
A01_18_02_M_roh_BELLY.jpg,12,A08_18_10_W_roh_BELLY.jpg,0.07737468928098679
A01_18_02_M_roh_BELLY.jpg,13,A02_06_06_M_roh_BELLY.jpg,0.07235387712717056
A01_18_02_M_roh_BELLY.jpg,14,A05_18_04_W_roh_BELLY.jpg,0.07210903614759445
A01_18_02_M_roh_BELLY.jpg,15,A08_18_17_W_roh_BELLY.jpg,0.07198856770992279
A01_18_02_M_roh_BELLY.jpg,16,A08_18_06_W_roh_BELLY.jpg,0.0713958740234375
A01_18_02_M_roh_BELLY.jpg,17,A03_15_06_W_roh_BELLY.jpg,0.07110075652599335
A01_18_02_M_roh_BELLY.jpg,18,A04_12_04_W_roh_BELLY.jpg,0.07099161297082901
A01_18_02_M_roh_BELLY.jpg,19,A08_06_10_M_roh_BELLY.jpg,0.06905176490545273
A01_18_02_M_roh_BELLY.jpg,20,A01_06_01_SA_roh_BELLY.jpg,0.06892379373311996
A01_18_03_W_roh_BELLY.jpg,1,A01_15_07_W_roh_BELLY.jpg,0.1769143044948578
